depth,step_size,truncation,reward
3,0.879037,20,55.240000
0,0.083546,25,19.570000
5,0.099141,30,183.500000
7,0.987658,11,181.800000
7,0.761208,5,136.360000
5,0.024568,18,46.470000
5,0.284044,22,157.180000
6,0.044434,30,149.870000
6,0.444263,11,137.500000
4,0.259237,21,139.020000
7,0.002887,9,22.340000
7,0.798160,30,64.740000
2,0.355832,3,78.770000
6,0.707887,9,62.850000
4,0.650932,15,99.510000
1,0.679939,18,38.570000
0,0.652983,2,14.600000
1,0.286198,21,35.220000
3,0.847644,26,113.040000
5,0.600984,16,140.350000
6,0.997539,16,83.900000
2,0.171248,12,181.040000
1,0.194430,24,113.860000
7,0.257534,21,177.290000
2,0.015323,29,45.330000
0,0.269460,13,20.260000
6,0.999772,7,89.410000
4,0.790520,13,157.210000
6,0.579293,30,83.050000
2,0.971731,22,9.690000
1,0.469334,6,113.210000
1,0.489586,3,129.690000
2,0.800069,21,12.000000
1,0.216004,20,141.150000
2,0.776315,27,199.140000
4,0.072967,8,88.490000
6,0.189468,19,194.680000
5,0.236974,26,120.250000
0,0.038302,16,21.550000
2,0.754728,23,84.690000
6,0.555242,2,89.430000
2,0.197244,29,106.230000
4,0.606505,29,164.500000
7,0.242531,13,176.010000
2,0.705822,25,51.200000
4,0.811872,19,186.670000
1,0.303562,1,38.740000
1,0.512251,3,48.780000
1,0.887603,11,38.840000
1,0.975169,28,185.240000
6,0.034501,18,78.210000
7,0.542739,12,80.490000
3,0.257988,15,96.930000
5,0.150243,1,29.840000
5,0.315462,16,148.030000
3,0.841323,29,192.480000
3,0.601610,17,95.610000
2,0.438777,14,183.000000
6,0.360775,24,134.840000
5,0.805370,7,24.680000
1,0.860131,6,11.090000
5,0.828184,29,36.680000
2,0.702680,20,96.470000
2,0.249469,26,122.090000
7,0.631287,25,129.210000
1,0.468368,19,34.400000
5,0.895651,2,10.610000
6,0.707508,13,13.310000
1,0.865034,9,32.300000
1,0.702675,30,53.250000
1,0.212187,5,99.940000
6,0.131498,8,142.380000
4,0.790665,24,42.330000
2,0.764958,7,17.470000
0,0.746598,17,12.570000
0,0.204388,7,20.780000
5,0.324192,19,179.980000
2,0.555617,22,159.600000
1,0.513298,11,142.780000
4,0.434570,13,107.590000
1,0.092796,9,97.180000
0,0.150897,28,21.880000
1,0.063792,12,84.770000
0,0.503588,16,15.210000
1,0.968564,15,41.090000
2,0.105961,22,193.070000
2,0.133887,14,160.880000
7,0.750063,19,106.950000
7,0.881078,10,150.730000
0,0.342793,11,21.950000
5,0.247957,1,34.020000
1,0.212973,28,193.380000
0,0.630329,20,14.660000
1,0.677370,29,14.970000
6,0.979862,4,58.550000
0,0.652116,1,11.870000
0,0.418401,3,17.420000
3,0.683212,22,22.080000
6,0.660554,1,64.960000
5,0.665871,17,123.040000
2,0.643676,2,34.300000
3,0.716102,30,34.990000
6,0.346229,1,35.980000
4,0.840838,29,12.390000
3,0.423439,10,157.000000
6,0.444198,19,51.200000
1,0.341927,1,19.600000
0,0.700657,5,12.930000
6,0.672816,6,36.330000
4,0.325049,27,184.980000
3,0.457639,27,159.360000
4,0.266384,18,128.800000
4,0.156343,24,149.840000
1,0.781678,16,12.810000
2,0.931136,21,175.330000
4,0.796609,16,108.310000
5,0.440255,14,133.380000
7,0.297783,10,169.430000
7,0.499316,2,31.610000
0,0.429581,12,18.140000
3,0.276958,30,124.720000
1,0.847613,23,11.120000
4,0.991208,4,138.710000
3,0.192263,17,126.720000
3,0.191930,27,166.000000
2,0.016534,9,29.960000
6,0.482140,28,26.690000
3,0.814696,19,134.910000
6,0.842052,1,123.620000
4,0.203404,27,160.570000
2,0.374017,29,150.320000
0,0.277586,25,19.960000
2,0.043702,12,74.690000
4,0.188652,20,157.250000
3,0.763630,3,83.630000
3,0.793588,17,180.500000
4,0.666594,18,104.400000
1,0.015068,6,25.040000
2,0.451557,6,32.830000
4,0.473644,10,144.620000
7,0.276611,4,57.450000
4,0.335171,9,137.830000
2,0.964467,28,12.430000
1,0.707024,8,169.530000
6,0.227463,3,78.110000
2,0.610124,8,47.410000
6,0.519428,3,136.890000
0,0.474549,18,17.210000
5,0.973159,7,163.510000
6,0.252976,11,157.450000
1,0.193452,20,153.380000
1,0.423831,2,26.150000
6,0.024476,19,52.750000
3,0.464275,23,114.850000
1,0.920447,30,159.140000
7,0.803429,28,159.330000
0,0.816274,2,11.360000
1,0.857023,14,44.310000
5,0.437732,13,131.980000
5,0.494173,26,129.680000
1,0.772716,28,34.940000
1,0.347253,2,32.910000
6,0.314863,16,154.570000
0,0.955051,19,9.860000
0,0.999496,16,9.190000
4,0.452450,18,110.830000
5,0.710734,23,44.060000
4,0.784802,8,51.380000
7,0.548639,18,110.560000
0,0.981674,24,9.490000
0,0.250835,21,18.440000
3,0.326310,23,133.440000
4,0.729169,1,41.980000
7,0.772812,2,94.450000
6,0.664639,24,94.200000
1,0.461869,8,57.170000
7,0.722590,1,22.190000
5,0.668580,17,44.430000
6,0.116216,15,181.970000
7,0.682274,23,65.280000
3,0.104610,19,187.720000
4,0.552593,12,63.390000
2,0.939885,30,35.800000
0,0.894241,6,10.400000
6,0.516774,5,166.740000
4,0.996740,22,134.910000
3,0.701290,15,19.330000
6,0.274772,16,132.510000
0,0.719788,7,12.500000
5,0.324294,15,163.380000
0,0.126661,22,21.800000
4,0.663430,26,44.480000
5,0.443560,15,102.600000
2,0.807903,13,181.830000
3,0.710958,23,40.040000
7,0.262080,7,101.090000
4,0.925027,14,57.280000
6,0.313891,15,166.640000
2,0.303998,4,105.740000
5,0.185533,10,165.140000
5,0.892321,16,151.590000
7,0.686586,6,51.310000
7,0.356546,24,121.910000
2,0.759102,6,21.850000
6,0.488041,13,125.600000
5,0.515801,10,88.640000
7,0.594866,28,28.320000
4,0.200649,1,32.310000
4,0.380681,28,138.600000
1,0.846487,8,125.520000
0,0.084305,13,23.980000
5,0.008718,15,27.500000
3,0.299341,9,113.140000
3,0.812391,11,14.140000
4,0.573178,14,30.400000
4,0.088063,23,174.030000
1,0.084163,26,196.560000
3,0.068539,14,149.680000
5,0.479548,30,155.400000
7,0.291874,8,129.200000
3,0.780769,27,126.120000
3,0.207317,26,154.800000
2,0.261050,21,169.050000
2,0.563004,3,34.680000
4,0.016093,5,22.510000
1,0.743739,19,86.170000
3,0.211158,5,115.830000
6,0.108002,28,190.580000
6,0.478990,26,36.070000
3,0.236088,8,164.580000
2,0.116961,20,189.300000
1,0.791371,5,101.070000
2,0.172776,25,175.040000
6,0.528328,3,52.030000
2,0.778345,21,23.680000
6,0.725772,20,166.000000
3,0.051785,20,144.310000
5,0.283243,17,145.990000
7,0.976069,23,105.250000
3,0.221911,27,180.740000
3,0.972406,10,56.560000
0,0.474795,12,17.520000
7,0.442814,26,164.620000
1,0.633025,21,73.900000
6,0.021264,25,59.220000
0,0.057185,1,21.600000
2,0.707191,29,50.410000
6,0.157142,7,135.350000
2,0.914954,10,38.200000
1,0.969610,28,55.290000
7,0.199723,27,178.570000
0,0.908196,10,10.460000
1,0.746416,5,13.150000
2,0.958919,8,25.470000
5,0.546414,11,49.710000
7,0.188012,26,158.760000
0,0.300387,27,20.480000
2,0.843758,10,84.420000
5,0.248527,25,152.160000
3,0.846076,23,89.150000
0,0.159377,10,22.850000
0,0.052144,13,21.770000
3,0.464447,12,22.960000
2,0.745589,14,27.630000
4,0.129015,8,134.830000
2,0.399304,14,103.730000
0,0.513136,11,16.890000
6,0.869003,22,115.280000
6,0.977831,28,151.360000
0,0.628228,10,14.790000
2,0.124862,18,176.140000
3,0.225712,2,52.770000
5,0.746804,6,75.410000
1,0.238295,17,188.100000
6,0.976326,23,173.170000
2,0.868064,8,197.140000
2,0.998300,23,42.470000
0,0.743501,9,12.240000
6,0.608972,6,77.930000
4,0.025589,6,30.110000
4,0.265401,6,142.960000
5,0.037064,5,30.840000
2,0.016736,21,56.090000
4,0.128537,23,181.000000
6,0.603224,1,25.780000
6,0.644510,17,59.080000
6,0.602158,26,132.040000
0,0.343914,15,19.060000
1,0.027735,23,73.370000
6,0.538621,12,140.890000
2,0.804619,6,11.640000
2,0.501319,20,60.610000
2,0.798567,23,166.380000
2,0.520628,11,39.190000
4,0.149244,3,53.970000
3,0.274821,8,100.990000
5,0.005999,14,25.170000
0,0.492614,28,18.670000
0,0.436574,8,16.730000
6,0.327884,3,69.320000
6,0.693029,25,132.620000
5,0.268790,24,160.310000
0,0.675864,20,14.420000
7,0.883496,6,42.970000
7,0.879696,2,10.450000
5,0.262684,9,106.480000
7,0.729011,2,31.630000
6,0.352748,13,108.980000
6,0.402666,7,146.430000
7,0.836374,10,137.700000
5,0.265226,12,128.890000
5,0.158276,26,181.820000
4,0.854016,15,76.090000
2,0.481670,5,20.360000
7,0.989499,28,135.880000
5,0.890093,27,27.700000
2,0.075726,2,28.760000
4,0.911151,30,10.100000
7,0.281406,17,153.740000
2,0.950270,25,39.930000
4,0.214326,1,35.690000
1,0.461745,4,66.460000
7,0.121440,27,182.870000
7,0.836234,14,89.280000
0,0.213239,27,20.420000
4,0.491526,19,85.790000
3,0.415472,10,47.590000
2,0.877911,22,14.100000
7,0.909966,20,128.930000
3,0.185640,6,154.290000
7,0.797946,9,138.650000
7,0.192201,14,168.660000
6,0.590576,11,99.210000
7,0.436845,5,41.130000
7,0.625939,7,160.990000
1,0.007938,8,24.420000
5,0.183875,6,160.870000
1,0.260243,16,123.830000
2,0.764838,17,13.410000
1,0.577690,24,18.840000
0,0.337610,13,20.800000
1,0.989602,24,177.190000
4,0.153489,11,142.390000
1,0.421214,18,47.350000
1,0.814301,28,19.050000
1,0.307873,12,77.530000
7,0.904790,1,88.110000
2,0.026554,19,66.190000
6,0.593895,24,84.330000
6,0.502256,5,102.390000
4,0.737987,8,32.090000
1,0.648323,19,38.860000
1,0.818553,15,11.440000
6,0.531684,18,117.000000
2,0.777010,3,80.490000
1,0.513430,10,19.100000
7,0.468218,23,178.860000
1,0.559153,19,22.280000
5,0.282118,10,94.530000
1,0.955657,2,9.650000
2,0.491280,2,68.720000
3,0.099280,17,181.170000
3,0.884874,14,140.170000
4,0.598644,19,42.500000
2,0.025586,21,71.640000
3,0.222783,22,142.540000
4,0.193951,22,134.250000
6,0.041692,27,146.620000
0,0.061269,25,21.780000
3,0.361851,24,155.120000
0,0.747287,17,12.040000
7,0.550553,14,25.900000
7,0.017952,3,23.760000
5,0.868860,21,98.240000
2,0.406108,27,61.190000
6,0.003896,15,24.870000
5,0.697837,1,56.990000
2,0.109740,23,172.230000
1,0.279561,4,96.290000
3,0.011027,14,30.430000
5,0.947662,12,170.720000
4,0.894081,7,191.150000
0,0.087760,7,22.460000
3,0.011617,8,26.990000
5,0.051699,17,128.290000
3,0.221406,16,112.800000
6,0.541973,30,49.870000
5,0.254200,15,150.260000
1,0.646027,21,14.470000
4,0.056538,22,164.410000
6,0.971638,26,178.170000
3,0.644238,10,43.280000
7,0.311298,17,107.750000
3,0.792623,10,169.210000
2,0.682038,8,101.130000
4,0.023168,17,44.520000
7,0.029408,24,86.430000
5,0.862651,11,74.030000
0,0.386054,22,19.790000
2,0.842206,9,119.990000
3,0.383805,7,172.220000
0,0.250627,26,22.320000
0,0.376051,28,19.870000
2,0.129520,28,187.560000
2,0.256538,23,124.770000
3,0.253367,27,184.980000
1,0.123694,18,182.240000
6,0.831083,17,114.330000
3,0.759227,21,44.520000
3,0.146630,2,47.550000
5,0.812127,11,134.290000
7,0.081583,2,25.210000
3,0.921510,15,16.350000
3,0.048704,28,173.620000
0,0.859415,3,10.830000
3,0.006950,16,24.590000
4,0.536481,17,88.060000
5,0.839765,11,66.770000
6,0.306641,4,143.150000
3,0.537786,16,66.710000
5,0.618797,30,94.070000
0,0.270962,9,21.440000
2,0.331836,2,124.600000
6,0.046850,20,124.960000
7,0.150434,29,173.800000
7,0.827949,22,130.420000
0,0.258338,22,19.410000
0,0.095781,25,21.560000
6,0.221393,30,162.120000
5,0.114376,12,171.080000
4,0.464520,28,72.760000
7,0.506431,18,77.540000
7,0.163001,14,175.840000
7,0.670397,5,57.780000
4,0.197355,2,37.860000
3,0.073743,25,184.210000
5,0.057145,10,71.370000
3,0.428045,13,158.210000
7,0.853606,24,13.590000
5,0.023128,14,35.840000
5,0.717325,3,12.490000
6,0.079402,8,79.290000
0,0.726028,17,11.910000
6,0.074883,4,40.310000
2,0.532373,8,138.470000
0,0.517256,23,17.320000
3,0.452133,29,83.330000
6,0.322494,14,180.810000
2,0.369411,17,28.190000
7,0.634466,13,84.230000
0,0.102106,14,23.170000
6,0.550931,28,107.040000
1,0.972897,30,9.600000
5,0.909183,27,37.810000
0,0.948682,5,9.820000
3,0.226590,4,142.430000
5,0.308922,8,154.140000
3,0.753326,7,122.660000
2,0.843287,15,88.460000
6,0.415889,3,65.570000
1,0.898354,4,10.560000
4,0.480719,18,28.060000
6,0.356247,24,83.680000
1,0.121096,3,41.420000
5,0.847341,13,176.000000
2,0.413135,5,198.220000
0,0.355152,14,19.820000
3,0.411712,25,190.180000
4,0.542159,10,127.510000
6,0.647202,11,53.830000
6,0.304718,20,146.090000
2,0.162696,2,41.500000
5,0.589595,14,134.780000
0,0.791061,22,11.460000
7,0.655662,30,115.530000
1,0.325848,12,158.830000
6,0.497575,24,95.110000
1,0.214316,16,170.620000
3,0.520103,11,34.100000
1,0.156226,25,152.150000
5,0.647545,22,63.090000
7,0.066277,6,53.450000
2,0.033666,12,53.880000
7,0.624888,9,105.060000
1,0.195469,28,192.730000
5,0.142421,6,132.000000
3,0.748802,17,104.350000
7,0.208797,1,31.510000
6,0.067329,23,167.270000
5,0.571381,4,30.530000
6,0.097210,20,176.600000
1,0.154836,13,164.410000
0,0.373089,16,18.930000
5,0.250254,9,135.580000
1,0.906628,18,10.280000
2,0.386709,22,164.640000
7,0.788152,18,104.140000
1,0.988446,2,42.230000
4,0.460543,3,69.660000
1,0.134901,15,173.570000
2,0.654309,17,67.350000
1,0.401826,4,46.640000
0,0.647372,16,13.840000
5,0.819308,4,109.280000
1,0.773733,30,98.610000
1,0.482277,17,96.630000
6,0.276663,25,154.190000
1,0.462288,22,163.670000
4,0.267978,16,169.750000
1,0.327275,25,100.620000
5,0.007349,20,26.040000
1,0.567726,29,26.810000
6,0.203969,20,176.170000
6,0.604046,14,150.130000
2,0.382721,30,38.790000
5,0.339061,6,128.360000
5,0.997684,4,195.610000
4,0.308462,22,122.930000
6,0.826141,16,76.510000
2,0.080000,28,194.670000
1,0.002419,17,23.990000
3,0.981948,16,103.660000
6,0.325001,18,96.010000
2,0.206066,27,153.310000
0,0.798436,8,11.960000
2,0.494164,18,160.820000
2,0.419524,23,33.370000
0,0.921834,23,10.190000
4,0.325716,28,90.160000
2,0.707421,11,37.590000
5,0.927836,17,179.720000
3,0.537425,24,70.020000
1,0.277898,26,189.210000
3,0.378835,15,25.090000
4,0.496233,18,60.750000
6,0.708466,10,91.130000
7,0.650272,6,85.150000
6,0.047637,9,48.580000
5,0.976285,27,120.810000
1,0.570703,18,127.200000
4,0.939686,13,183.930000
3,0.405665,12,122.700000
1,0.902491,11,22.950000
2,0.199771,3,53.880000
4,0.121435,9,167.010000
6,0.702159,17,85.760000
7,0.917394,6,86.740000
5,0.120770,20,175.200000
6,0.528902,21,170.810000
7,0.492461,20,132.300000
4,0.320379,10,146.500000
1,0.655145,14,14.520000
0,0.756366,19,11.930000
2,0.332420,15,128.640000
4,0.705037,17,18.920000
0,0.665712,3,14.830000
0,0.952429,7,10.060000
7,0.171236,29,169.430000
7,0.777848,17,169.360000
5,0.546975,4,130.500000
5,0.633252,18,146.260000
4,0.921636,26,43.920000
7,0.415830,5,151.590000
4,0.062326,20,162.720000
2,0.663341,11,67.250000
0,0.245303,20,21.690000
7,0.269446,13,140.580000
4,0.891081,6,144.080000
7,0.582637,19,53.660000
4,0.056657,14,116.110000
2,0.014157,30,51.730000
4,0.114418,30,179.310000
3,0.640267,15,101.840000
2,0.974398,3,37.330000
1,0.572168,27,29.520000
4,0.101953,13,149.890000
3,0.173405,29,171.460000
6,0.175744,14,167.460000
5,0.305437,21,135.140000
0,0.491087,12,16.920000
0,0.696146,25,13.070000
6,0.473708,1,41.200000
2,0.134392,12,143.890000
4,0.915497,8,54.570000
6,0.826542,18,150.390000
5,0.118037,25,177.450000
5,0.168378,15,157.140000
6,0.326157,11,109.560000
6,0.058310,25,185.210000
6,0.337735,30,124.420000
3,0.420375,22,31.740000
2,0.547213,8,91.590000
7,0.738627,21,22.130000
1,0.587061,26,34.110000
2,0.953119,30,131.510000
5,0.357865,24,142.870000
4,0.125589,17,182.460000
1,0.752346,25,87.800000
5,0.123584,11,166.580000
6,0.792560,30,127.270000
4,0.644785,7,78.720000
0,0.053055,25,23.190000
3,0.583962,26,93.230000
2,0.007789,14,29.910000
3,0.667531,9,39.310000
0,0.253617,18,20.030000
5,0.846991,26,172.900000
0,0.583796,2,17.170000
1,0.495968,13,30.200000
6,0.223090,29,154.030000
7,0.562705,3,118.520000
4,0.683953,6,78.940000
0,0.586356,14,16.080000
4,0.922549,7,105.670000
1,0.175034,6,130.670000
3,0.925999,25,124.060000
6,0.795194,8,100.960000
0,0.341938,17,20.100000
2,0.863988,26,184.290000
5,0.088290,11,147.810000
1,0.449393,21,104.620000
4,0.149654,6,122.970000
4,0.641124,19,90.590000
3,0.776566,22,14.120000
5,0.339673,30,90.390000
6,0.942917,21,14.040000
5,0.355601,16,154.740000
3,0.688970,20,193.370000
3,0.875533,1,44.760000
4,0.386347,18,60.870000
4,0.788185,20,147.610000
3,0.427031,18,78.850000
6,0.314840,11,159.890000
0,0.018849,23,21.220000
5,0.522649,26,159.460000
7,0.777341,21,68.520000
4,0.275544,23,54.740000
1,0.272443,15,79.510000
5,0.786253,11,86.650000
4,0.471659,15,120.150000
1,0.334340,13,142.420000
3,0.998446,21,36.490000
4,0.415190,7,79.080000
7,0.000483,8,22.040000
0,0.756853,16,11.900000
0,0.009193,10,22.730000
4,0.200185,11,127.640000
0,0.948843,19,10.000000
4,0.131639,15,181.790000
6,0.666867,26,155.700000
6,0.022223,7,30.370000
1,0.748713,12,12.930000
3,0.460921,27,138.590000
7,0.297120,18,104.060000
6,0.319659,12,78.270000
3,0.893125,27,147.280000
6,0.284089,1,35.170000
1,0.317650,19,102.340000
1,0.773166,12,54.840000
4,0.672418,30,71.200000
4,0.340026,26,34.980000
7,0.805854,20,84.310000
7,0.678553,10,48.280000
5,0.485793,27,117.680000
0,0.341955,1,17.690000
4,0.161409,12,190.520000
5,0.540021,29,90.880000
4,0.649569,13,102.910000
7,0.867382,5,90.770000
6,0.097655,14,172.280000
6,0.632557,14,90.220000
5,0.799083,22,115.670000
1,0.652712,10,197.040000
7,0.966647,11,77.020000
7,0.999807,9,178.230000
2,0.992504,7,29.300000
5,0.878424,27,112.770000
0,0.266434,7,23.560000
6,0.703341,15,114.360000
3,0.714848,1,29.970000
3,0.536597,18,20.650000
0,0.877440,12,10.610000
5,0.328848,30,90.350000
5,0.655863,28,164.970000
4,0.879448,4,49.020000
7,0.868855,28,43.510000
5,0.006144,8,23.840000
4,0.511530,20,81.940000
2,0.324666,30,97.870000
3,0.054664,22,173.930000
4,0.268956,21,129.320000
7,0.570407,1,49.900000
3,0.557216,23,127.960000
2,0.195321,1,35.190000
1,0.724903,30,14.360000
6,0.876529,11,197.990000
7,0.729177,20,100.610000
4,0.201156,10,165.360000
6,0.281535,11,112.760000
0,0.472106,15,16.510000
6,0.410486,28,156.210000
1,0.144428,27,178.800000
2,0.465365,5,102.430000
7,0.270634,20,130.020000
3,0.485083,21,28.940000
3,0.082096,7,66.170000
2,0.574955,15,32.720000
5,0.257199,7,152.520000
7,0.747621,29,159.070000
4,0.946753,22,61.940000
3,0.282314,26,96.150000
0,0.002077,5,21.320000
7,0.647692,20,76.120000
5,0.680093,9,57.640000
1,0.351157,1,37.520000
3,0.248777,15,186.350000
6,0.639721,2,144.530000
5,0.864993,13,37.930000
5,0.650056,14,162.410000
3,0.761878,10,136.250000
5,0.768069,21,160.280000
3,0.441313,14,139.240000
5,0.534484,4,127.380000
1,0.952714,20,41.500000
2,0.341921,2,32.010000
7,0.495564,19,168.540000
1,0.946425,21,10.020000
2,0.313588,7,147.940000
2,0.693705,7,42.290000
0,0.286055,5,18.780000
2,0.551931,7,28.710000
4,0.204801,14,180.930000
5,0.277674,21,117.570000
0,0.766849,2,12.230000
5,0.518609,3,92.070000
4,0.180564,28,162.080000
6,0.843835,5,85.580000
5,0.400055,8,140.040000
2,0.108137,21,190.050000
7,0.437550,10,82.480000
3,0.045874,7,42.700000
7,0.337290,3,37.050000
7,0.188678,26,190.310000
5,0.018600,9,28.910000
2,0.690108,16,37.750000
5,0.563793,10,136.740000
3,0.021389,4,27.250000
6,0.455777,15,140.490000
3,0.200310,16,167.260000
2,0.713914,17,23.330000
6,0.158520,30,187.310000
4,0.501274,14,77.010000
1,0.038429,18,85.650000
6,0.462366,4,116.890000
4,0.832893,13,85.400000
1,0.743747,25,12.160000
2,0.385610,12,156.180000
1,0.959766,19,9.710000
1,0.136973,7,125.760000
4,0.477881,27,121.290000
0,0.521824,16,15.830000
0,0.413963,24,17.440000
3,0.014360,13,32.880000
2,0.563795,4,47.380000
5,0.061433,23,176.680000
1,0.048021,26,157.710000
6,0.760170,11,77.330000
0,0.169599,13,20.010000
0,0.663130,24,13.780000
1,0.481399,3,21.000000
2,0.733662,1,14.740000
3,0.275321,2,83.010000
7,0.566003,1,15.270000
1,0.990361,14,180.300000
5,0.275841,22,177.870000
7,0.475643,30,157.740000
6,0.724494,9,155.480000
0,0.123148,9,21.690000
6,0.431903,15,120.680000
4,0.652940,2,27.140000
3,0.126343,26,180.240000
7,0.327444,28,147.640000
7,0.978162,27,164.860000
2,0.230394,15,114.770000
5,0.929273,13,70.150000
1,0.184811,22,138.550000
7,0.511442,6,30.240000
0,0.035832,21,23.050000
6,0.053189,24,167.280000
3,0.669479,9,55.620000
3,0.389179,9,36.880000
5,0.929237,17,142.640000
0,0.441711,29,16.390000
3,0.177888,5,98.660000
3,0.052248,22,155.700000
7,0.243657,27,127.020000
4,0.942668,14,19.560000
0,0.692634,29,13.220000
1,0.495218,18,24.260000
1,0.589158,3,90.790000
6,0.675087,9,155.040000
3,0.540962,20,59.040000
4,0.849918,25,119.900000
1,0.378727,3,118.280000
0,0.148060,12,21.830000
4,0.208130,7,143.770000
1,0.819687,7,14.110000
2,0.050011,23,175.990000
6,0.070130,28,184.770000
2,0.159950,5,125.350000
6,0.310740,7,148.700000
2,0.508726,16,72.040000
5,0.006455,3,22.050000
5,0.249323,1,40.570000
1,0.173968,21,154.270000
5,0.951923,5,43.410000
5,0.632148,15,182.830000
7,0.304758,2,68.050000
2,0.942599,6,189.040000
3,0.312708,8,128.700000
7,0.813857,2,91.360000
2,0.238903,19,110.690000
6,0.305979,17,157.780000
2,0.421587,3,97.460000
1,0.379994,17,78.100000
5,0.383812,23,139.640000
1,0.361336,30,82.470000
4,0.415953,19,147.110000
7,0.536281,7,98.500000
6,0.440751,11,142.520000
7,0.501504,4,48.710000
7,0.201223,10,156.630000
1,0.731696,26,29.940000
4,0.005448,4,23.940000
5,0.102643,12,150.910000
3,0.975697,2,63.090000
3,0.871425,2,111.270000
7,0.203249,23,152.530000
4,0.121758,17,163.070000
4,0.315060,11,151.800000
6,0.055314,24,164.950000
2,0.200896,18,170.880000
3,0.284287,11,175.120000
1,0.075887,23,175.880000
5,0.235344,23,100.580000
6,0.713316,19,87.980000
7,0.728737,21,110.210000
7,0.030384,24,82.040000
7,0.533607,4,81.270000
4,0.125616,19,187.910000
5,0.587362,18,84.860000
3,0.756942,17,139.750000
7,0.322387,6,159.660000
1,0.996750,15,44.080000
0,0.369274,18,18.070000
1,0.959424,12,20.860000
3,0.160586,12,131.940000
4,0.736270,30,68.840000
2,0.772077,30,13.470000
5,0.011198,5,24.560000
5,0.545267,2,65.270000
1,0.384331,12,29.840000
5,0.543972,3,113.450000
6,0.804756,27,134.360000
1,0.303105,27,122.490000
4,0.826754,13,143.860000
5,0.290279,26,144.720000
5,0.881587,30,146.170000
1,0.620763,12,14.100000
3,0.894197,23,36.630000
4,0.467586,17,123.360000
6,0.246422,15,124.760000
6,0.230186,22,120.170000
6,0.085205,12,146.440000
4,0.337609,14,102.190000
7,0.209618,1,36.300000
2,0.467640,30,100.220000
4,0.333925,13,94.280000
6,0.454632,10,93.650000
5,0.629291,8,136.210000
3,0.635985,17,154.560000
4,0.045507,22,142.350000
2,0.141582,1,29.310000
1,0.086806,12,113.100000
3,0.412402,10,53.410000
5,0.322935,5,186.300000
1,0.440109,12,31.780000
2,0.387220,20,27.850000
7,0.779798,28,150.270000
4,0.763528,7,40.480000
1,0.696673,14,49.310000
3,0.842170,8,73.570000
4,0.681397,18,26.420000
5,0.379963,15,117.020000
3,0.882290,9,67.930000
3,0.741622,1,15.500000
1,0.025467,27,80.300000
6,0.463192,18,52.720000
2,0.628768,15,74.440000
2,0.327220,9,113.470000
4,0.683394,25,114.320000
7,0.319611,26,82.540000
3,0.291627,2,76.840000
3,0.721068,17,35.670000
0,0.727593,12,13.010000
3,0.717154,7,60.590000
3,0.266932,5,135.850000
3,0.126878,25,164.620000
6,0.958383,22,81.230000
6,0.588059,27,78.280000
6,0.845299,21,30.590000
5,0.113558,20,159.220000
7,0.526244,19,29.670000
5,0.089140,17,175.910000
4,0.078678,12,131.530000
7,0.779065,9,42.140000
3,0.555138,13,181.240000
7,0.670566,13,63.140000
6,0.218515,23,161.370000
0,0.742518,1,11.210000
0,0.126310,4,17.210000
4,0.326001,24,156.870000
0,0.001509,9,21.130000
1,0.927221,19,10.010000
5,0.707717,23,173.020000
7,0.534965,24,87.170000
4,0.397493,4,114.730000
6,0.713532,3,43.060000
5,0.709766,12,131.250000
1,0.890913,26,10.360000
3,0.203304,2,43.580000
4,0.102047,24,187.850000
2,0.038212,13,61.850000
1,0.569521,29,162.900000
1,0.611738,17,29.920000
5,0.830209,29,33.460000
5,0.285544,16,136.120000
4,0.912023,2,75.390000
6,0.752420,3,21.350000
4,0.826115,15,16.170000
6,0.861818,5,31.960000
5,0.379738,16,96.330000
3,0.608919,6,106.510000
7,0.939424,2,135.270000
6,0.437396,10,103.000000
5,0.350159,20,73.980000
6,0.009948,21,29.310000
5,0.364241,29,135.330000
3,0.810779,26,129.620000
2,0.802829,23,125.370000
4,0.342625,26,66.360000
7,0.404140,28,156.160000
6,0.668904,15,133.980000
6,0.651872,14,176.780000
7,0.194253,19,135.040000
3,0.750122,1,106.290000
4,0.051500,16,137.960000
2,0.675873,20,42.950000
0,0.236852,17,19.710000
4,0.765708,7,74.030000
6,0.040408,4,27.200000
4,0.739762,26,17.360000
4,0.880516,2,10.270000
3,0.776456,4,73.140000
4,0.778861,27,54.630000
6,0.995659,20,164.530000
3,0.404403,8,86.390000
4,0.086858,23,180.150000
5,0.107186,25,178.260000
7,0.012662,13,32.030000
0,0.259773,30,21.580000
3,0.123753,16,185.240000
4,0.853098,4,40.420000
6,0.205595,10,165.330000
4,0.478010,6,125.600000
1,0.714228,21,45.400000
0,0.781511,28,11.760000
2,0.047962,13,92.710000
3,0.740126,13,43.170000
1,0.584869,29,59.220000
7,0.306707,20,149.240000
4,0.805287,20,40.410000
1,0.969213,17,43.470000
7,0.072765,21,166.240000
3,0.115770,4,61.190000
3,0.393695,22,156.260000
4,0.341312,21,121.050000
4,0.042365,20,114.120000
5,0.528537,28,43.540000
3,0.162021,16,149.760000
5,0.580941,8,109.010000
0,0.334952,2,22.370000
7,0.863699,1,41.700000
4,0.084240,29,189.800000
1,0.977843,22,126.000000
3,0.846968,24,42.800000
2,0.458105,2,38.970000
0,0.309760,22,21.140000
5,0.540156,2,59.430000
