depth,step_size,truncation,reward
3,0.625200,26,67.910000
4,0.074753,11,134.660000
6,0.476509,25,116.640000
5,0.516982,6,158.770000
5,0.247796,19,159.080000
4,0.508425,24,75.220000
3,0.017962,5,24.220000
3,0.709971,24,130.380000
5,0.460896,2,47.330000
1,0.284635,30,109.490000
5,0.124543,28,184.700000
2,0.397539,4,44.210000
3,0.560455,29,80.880000
5,0.077601,2,28.080000
6,0.502269,11,82.070000
6,0.571480,3,37.670000
1,0.624154,10,29.450000
4,0.668493,11,136.070000
3,0.631171,18,122.520000
5,0.192315,13,178.370000
1,0.606996,4,94.170000
7,0.521531,30,51.490000
3,0.614188,19,166.740000
1,0.686278,13,109.850000
7,0.501467,8,143.630000
3,0.353853,11,156.130000
3,0.027444,14,48.880000
6,0.040719,9,47.190000
0,0.290586,22,20.570000
1,0.028585,6,33.530000
4,0.412139,1,71.170000
6,0.990163,26,132.950000
2,0.289682,25,83.400000
2,0.678905,10,83.990000
7,0.158100,8,152.720000
4,0.200738,7,115.350000
7,0.099653,10,156.330000
4,0.398238,27,90.660000
6,0.189432,13,162.200000
3,0.059016,29,180.410000
0,0.349635,23,19.730000
6,0.754710,3,155.720000
1,0.009124,18,29.370000
0,0.807857,29,11.330000
6,0.363851,27,144.660000
4,0.515540,9,166.190000
0,0.211742,15,20.240000
0,0.026642,18,23.120000
5,0.319182,28,95.470000
1,0.391311,20,66.360000
2,0.826345,1,13.960000
3,0.139319,19,165.060000
2,0.116294,9,170.700000
0,0.007371,20,21.480000
2,0.400596,22,80.090000
7,0.029440,27,87.720000
1,0.699911,9,29.010000
3,0.553145,30,40.190000
2,0.887943,19,17.860000
7,0.026202,9,35.270000
3,0.478452,18,83.850000
2,0.381484,30,37.540000
7,0.124836,8,132.580000
3,0.533881,30,84.950000
4,0.248867,29,185.510000
4,0.662644,2,70.700000
3,0.534980,5,95.130000
7,0.116302,2,36.530000
1,0.945258,13,9.830000
1,0.564647,20,16.630000
1,0.277868,22,102.160000
0,0.426643,16,19.110000
7,0.063448,22,179.770000
0,0.742142,24,12.440000
2,0.991825,7,138.570000
0,0.898369,1,10.050000
5,0.409682,6,88.900000
4,0.912471,9,114.440000
7,0.829413,30,42.820000
4,0.906123,20,68.500000
5,0.850915,16,119.920000
0,0.782354,8,12.140000
1,0.021023,28,75.530000
7,0.629693,2,82.090000
2,0.917008,21,119.090000
3,0.686398,10,44.410000
2,0.364324,4,65.850000
0,0.532055,6,16.930000
1,0.001590,23,24.440000
6,0.973282,29,102.590000
3,0.029233,1,22.440000
7,0.970461,9,96.560000
6,0.320851,2,55.790000
6,0.730084,12,178.170000
6,0.703312,20,61.800000
0,0.329180,13,19.050000
6,0.875322,30,111.180000
1,0.127616,17,184.000000
7,0.923012,2,117.780000
7,0.668971,5,157.200000
6,0.455328,23,63.880000
3,0.783166,22,141.970000
1,0.495693,30,159.480000
1,0.661689,30,90.900000
0,0.446768,15,16.950000
3,0.425587,29,163.560000
3,0.162911,1,31.870000
0,0.255360,14,20.920000
3,0.061909,16,138.870000
7,0.001979,2,21.690000
2,0.003170,29,26.840000
2,0.350413,29,147.080000
3,0.897869,6,35.320000
0,0.381125,22,18.790000
4,0.000731,19,24.630000
0,0.514943,1,13.770000
1,0.980765,14,167.260000
1,0.085135,3,34.580000
1,0.977253,18,176.330000
6,0.332889,10,98.510000
0,0.214687,19,20.120000
6,0.696935,29,81.220000
1,0.798661,29,53.180000
1,0.740951,24,166.500000
4,0.702534,12,166.540000
5,0.509437,25,50.590000
0,0.255955,10,20.630000
4,0.119628,7,106.110000
4,0.294802,14,51.920000
3,0.975181,22,49.230000
1,0.979668,1,9.600000
6,0.455513,7,62.020000
4,0.459348,25,81.430000
1,0.727874,20,154.970000
5,0.196606,26,175.380000
1,0.684354,7,155.520000
0,0.923490,27,10.080000
2,0.549786,19,70.860000
4,0.596006,24,73.190000
0,0.641607,25,14.400000
3,0.164274,16,174.180000
3,0.527874,29,81.250000
1,0.864206,23,11.130000
7,0.275769,2,81.460000
4,0.011584,17,29.500000
7,0.331684,16,80.760000
3,0.343747,26,168.030000
6,0.752851,11,81.460000
5,0.010297,5,26.210000
7,0.820032,16,125.990000
2,0.550835,1,37.020000
6,0.139590,29,180.780000
5,0.942058,7,192.670000
5,0.224856,15,184.550000
6,0.572526,13,189.310000
6,0.397681,4,76.190000
7,0.275865,2,58.670000
2,0.608384,25,56.760000
7,0.609852,29,78.800000
5,0.301215,10,106.490000
0,0.191060,10,23.230000
6,0.547301,7,60.420000
1,0.457056,13,19.610000
1,0.726913,7,41.500000
2,0.426553,5,96.820000
0,0.956143,13,9.790000
3,0.381026,26,117.270000
3,0.686046,24,137.110000
0,0.582982,17,15.050000
2,0.445127,8,103.030000
0,0.929958,8,10.100000
3,0.217668,28,174.810000
0,0.161982,1,19.780000
7,0.087250,16,157.780000
6,0.345163,22,154.640000
3,0.914072,4,71.100000
0,0.522165,13,15.600000
4,0.900596,19,56.960000
0,0.980373,29,9.710000
6,0.660688,26,173.170000
6,0.569987,11,88.980000
2,0.071892,24,189.300000
2,0.210602,12,132.490000
4,0.200867,6,176.100000
2,0.810850,27,185.980000
2,0.855131,19,40.830000
3,0.352791,1,40.630000
2,0.342146,28,185.990000
4,0.240300,16,168.200000
0,0.734053,5,12.820000
4,0.620060,10,69.320000
6,0.088327,20,168.950000
5,0.583624,30,51.310000
2,0.449475,12,65.990000
5,0.170842,17,189.530000
7,0.444350,14,107.670000
6,0.069969,25,167.310000
4,0.151776,7,144.270000
6,0.045742,13,71.050000
3,0.937310,18,32.630000
4,0.188768,20,136.070000
4,0.623140,4,120.290000
0,0.436034,4,17.810000
0,0.090949,3,23.380000
4,0.042882,26,147.220000
4,0.305510,2,50.140000
6,0.996203,13,40.410000
7,0.047430,17,118.710000
6,0.516835,1,28.750000
6,0.268637,22,85.650000
6,0.195953,23,145.870000
3,0.837896,21,68.920000
1,0.958078,26,9.730000
1,0.284066,27,152.190000
2,0.254777,21,181.910000
1,0.202136,24,99.190000
6,0.264095,1,27.250000
3,0.358408,24,75.180000
0,0.098245,18,21.090000
6,0.810498,2,191.850000
5,0.190167,22,166.880000
0,0.362475,16,18.080000
5,0.713938,15,18.740000
2,0.469827,6,26.300000
1,0.505354,20,21.240000
1,0.006661,19,28.370000
2,0.769399,17,42.880000
4,0.076227,3,35.200000
1,0.216267,3,73.640000
0,0.230238,8,19.930000
0,0.184378,8,20.830000
6,0.656863,18,184.090000
4,0.077866,4,42.000000
5,0.208303,16,184.350000
3,0.144327,19,186.670000
0,0.823428,27,11.450000
0,0.319301,8,20.800000
6,0.959151,16,123.260000
5,0.868646,29,93.880000
4,0.142555,3,51.000000
4,0.162844,22,166.820000
7,0.035497,24,101.880000
5,0.748424,14,46.200000
7,0.211519,10,181.060000
4,0.042463,29,147.760000
2,0.443065,7,38.260000
1,0.657334,16,106.140000
1,0.765006,29,36.300000
3,0.242070,3,119.490000
4,0.946040,5,110.860000
3,0.273308,17,165.320000
0,0.715220,25,12.840000
2,0.377231,23,74.490000
5,0.980876,17,59.060000
7,0.303643,9,123.440000
1,0.862867,1,10.360000
5,0.424898,22,87.470000
2,0.519700,13,47.690000
2,0.432780,16,155.200000
7,0.212121,20,167.650000
7,0.452636,1,16.840000
5,0.376228,30,136.230000
3,0.829414,1,11.020000
2,0.074580,2,30.650000
1,0.936748,10,10.280000
1,0.939752,10,40.320000
6,0.945773,28,53.110000
3,0.520085,9,62.920000
5,0.937501,29,47.630000
7,0.874502,20,79.060000
4,0.541342,21,79.780000
3,0.832573,23,128.350000
2,0.929163,15,18.360000
6,0.776619,22,111.680000
2,0.211667,2,67.950000
3,0.878280,20,81.480000
7,0.617907,14,91.760000
2,0.607777,14,193.650000
3,0.470691,21,81.370000
2,0.922781,7,171.690000
0,0.629890,16,14.710000
2,0.523976,19,62.380000
3,0.063820,12,108.150000
1,0.074084,23,178.170000
2,0.891373,28,75.840000
1,0.506432,24,87.520000
7,0.524953,21,174.920000
6,0.748722,27,94.710000
7,0.713647,27,44.900000
1,0.472009,7,17.730000
3,0.188421,13,129.210000
1,0.348683,21,100.250000
3,0.559435,18,148.540000
4,0.462049,14,43.580000
4,0.167009,29,149.540000
4,0.984237,23,87.040000
5,0.298015,17,169.530000
2,0.341741,4,163.550000
4,0.421826,26,156.460000
6,0.597981,13,69.390000
4,0.714388,7,156.880000
3,0.509418,12,25.280000
0,0.324211,17,20.230000
0,0.759582,27,12.320000
3,0.713624,22,120.570000
2,0.351857,9,34.620000
7,0.427371,1,33.590000
4,0.754482,12,35.050000
4,0.675181,28,43.340000
0,0.690316,25,13.440000
1,0.435064,8,24.130000
7,0.423449,8,90.370000
0,0.075302,16,21.400000
2,0.484380,22,60.260000
6,0.942758,2,51.680000
7,0.881911,28,192.160000
6,0.119425,19,172.210000
3,0.562871,15,45.190000
7,0.422605,28,107.140000
1,0.863263,4,38.690000
0,0.560474,14,15.460000
3,0.550234,9,33.770000
0,0.001884,4,23.390000
7,0.166723,30,185.150000
7,0.518763,20,170.480000
1,0.427090,25,64.090000
0,0.374871,11,18.850000
5,0.040850,17,87.320000
7,0.330508,15,153.280000
0,0.679349,11,14.120000
0,0.318533,15,20.630000
6,0.552912,24,69.360000
4,0.643059,26,134.040000
2,0.151376,11,112.820000
3,0.382829,15,79.530000
1,0.818226,3,11.150000
6,0.573739,3,89.430000
6,0.997106,26,122.270000
6,0.671745,21,155.030000
7,0.666825,10,166.810000
6,0.002977,10,22.150000
1,0.861021,17,10.780000
0,0.218568,14,21.480000
5,0.686137,7,77.360000
0,0.037780,6,22.390000
0,0.082120,21,20.360000
1,0.298869,4,118.160000
1,0.462449,24,108.890000
6,0.626999,15,29.310000
1,0.369601,7,77.640000
4,0.459399,8,88.560000
2,0.728321,3,23.520000
5,0.076823,26,183.550000
4,0.838224,12,183.320000
7,0.599297,10,109.260000
6,0.083072,16,161.000000
6,0.487808,15,119.840000
1,0.473074,2,21.920000
5,0.861024,26,147.650000
0,0.542258,9,16.250000
7,0.990777,5,86.780000
1,0.357873,3,89.170000
5,0.902951,29,163.330000
3,0.855345,16,15.630000
3,0.338621,1,51.950000
6,0.952448,18,134.980000
2,0.739105,24,50.060000
7,0.566443,20,84.250000
6,0.064927,24,172.240000
4,0.555223,2,68.330000
0,0.287892,13,22.350000
6,0.357123,14,167.120000
0,0.630965,29,13.840000
3,0.742722,13,130.930000
4,0.542970,21,94.520000
3,0.615212,25,79.340000
0,0.618419,10,14.570000
7,0.982549,4,200.000000
4,0.961962,9,34.280000
6,0.494724,17,135.030000
5,0.560665,23,68.960000
5,0.461551,9,101.810000
4,0.034562,14,65.530000
3,0.090033,10,148.800000
6,0.312228,3,101.220000
7,0.613078,28,45.930000
2,0.057507,10,96.390000
0,0.734436,27,13.060000
4,0.492453,29,138.510000
1,0.473110,16,135.360000
5,0.683131,8,164.240000
7,0.826352,30,97.070000
3,0.615328,5,91.780000
7,0.683304,7,75.930000
2,0.102235,3,44.250000
7,0.348449,17,113.030000
3,0.363236,29,99.020000
3,0.539560,23,56.570000
1,0.548991,25,17.370000
1,0.912883,2,54.840000
2,0.957075,3,22.450000
1,0.572362,3,23.510000
5,0.587430,19,157.340000
7,0.177213,30,169.080000
1,0.040370,24,114.510000
2,0.087932,5,57.870000
5,0.229156,3,103.360000
6,0.969332,29,151.720000
4,0.033325,13,53.640000
2,0.896837,6,199.800000
5,0.607929,23,56.970000
5,0.364088,12,101.630000
0,0.361554,18,20.100000
3,0.077027,18,180.420000
1,0.606183,27,77.280000
4,0.671210,23,137.420000
2,0.195902,4,141.500000
2,0.978779,17,73.800000
6,0.212639,8,187.430000
1,0.043467,9,47.050000
6,0.600835,21,145.960000
5,0.060882,28,180.400000
4,0.712630,30,14.490000
1,0.373391,27,33.780000
3,0.698674,24,65.940000
2,0.007208,21,30.150000
5,0.094442,19,159.580000
7,0.751923,7,65.920000
1,0.051832,27,154.790000
5,0.465718,20,105.720000
5,0.827167,19,41.380000
3,0.412510,7,126.260000
3,0.875507,21,173.700000
0,0.455517,19,17.830000
7,0.227690,7,162.450000
1,0.381302,21,109.710000
4,0.849375,14,11.490000
0,0.299806,21,21.340000
3,0.864120,22,42.720000
7,0.854309,18,67.580000
5,0.990991,2,35.950000
7,0.953164,3,54.520000
5,0.382481,20,123.170000
7,0.818198,25,32.820000
3,0.087931,23,176.810000
2,0.719144,9,13.720000
5,0.447821,5,32.320000
5,0.863166,14,145.390000
7,0.618539,16,124.100000
7,0.862079,2,128.390000
4,0.691250,26,74.150000
4,0.304692,15,99.480000
3,0.264600,5,128.340000
3,0.735865,5,24.710000
4,0.186565,18,175.880000
1,0.214881,7,150.160000
6,0.147653,14,173.470000
5,0.003957,28,26.040000
4,0.107673,15,173.520000
7,0.634346,19,96.020000
0,0.769203,3,11.990000
5,0.858372,5,111.120000
0,0.284381,25,19.660000
1,0.373777,23,172.230000
3,0.504377,13,122.480000
0,0.980780,2,9.510000
4,0.097452,9,130.440000
2,0.490549,30,143.680000
1,0.846891,7,115.990000
3,0.640750,10,105.780000
4,0.243447,4,145.570000
4,0.508950,19,114.730000
3,0.963725,9,121.510000
2,0.042275,10,52.810000
0,0.861326,1,10.270000
6,0.873471,30,115.000000
6,0.770395,16,33.260000
5,0.070064,3,33.870000
3,0.925087,12,55.170000
2,0.639575,23,117.170000
0,0.205131,2,20.740000
4,0.090793,30,183.630000
0,0.530408,7,15.520000
3,0.877672,12,33.540000
3,0.356215,28,137.820000
4,0.899472,24,184.800000
6,0.546719,20,72.320000
5,0.190902,2,47.500000
5,0.040216,16,80.450000
0,0.642862,27,13.930000
7,0.657387,9,117.870000
6,0.723714,5,149.150000
1,0.736551,11,39.370000
5,0.509473,13,145.530000
3,0.793064,9,37.110000
7,0.072661,22,180.540000
7,0.533707,9,66.220000
2,0.806405,12,21.410000
2,0.715052,13,81.790000
2,0.822803,19,45.990000
5,0.576625,5,26.340000
6,0.559299,29,119.540000
5,0.195643,10,185.050000
0,0.586347,18,14.840000
7,0.263197,18,125.980000
1,0.415316,19,56.150000
1,0.473520,27,76.730000
6,0.031547,7,32.800000
3,0.916417,5,197.470000
5,0.332122,14,77.790000
3,0.052040,10,74.260000
5,0.157876,18,163.830000
4,0.997247,14,127.530000
7,0.595249,5,66.540000
6,0.011657,27,33.780000
7,0.269378,24,90.570000
1,0.665643,30,115.870000
4,0.849786,2,86.070000
0,0.446155,29,18.670000
2,0.322574,8,172.030000
4,0.486443,9,100.660000
6,0.086094,28,185.110000
7,0.281652,6,119.210000
6,0.330293,17,192.210000
5,0.718484,3,44.900000
3,0.354366,21,145.160000
2,0.197671,11,175.740000
3,0.806657,8,184.160000
7,0.796251,22,121.360000
2,0.535735,3,168.120000
3,0.020357,7,27.520000
7,0.443775,4,131.710000
7,0.071883,2,31.800000
1,0.587619,1,40.700000
3,0.983582,3,115.240000
5,0.339356,19,187.810000
4,0.135994,22,172.210000
1,0.325512,1,24.450000
0,0.380613,27,20.960000
3,0.693703,27,44.660000
4,0.383904,2,50.710000
6,0.925645,16,112.110000
5,0.569608,23,123.120000
4,0.368471,9,63.790000
1,0.328834,15,130.600000
3,0.741689,30,124.850000
5,0.962839,4,91.420000
3,0.641847,8,108.650000
2,0.663965,3,14.120000
3,0.958007,22,71.310000
0,0.015995,29,23.540000
3,0.182725,4,85.510000
5,0.734610,24,41.530000
1,0.452438,12,139.010000
3,0.859022,22,10.550000
4,0.834194,4,62.850000
6,0.158896,4,82.390000
5,0.373819,1,56.110000
3,0.634754,10,61.010000
7,0.978801,5,99.850000
4,0.994057,2,65.460000
3,0.801479,13,21.560000
3,0.773236,7,196.430000
4,0.968573,25,96.850000
2,0.469909,7,60.310000
6,0.081172,25,175.500000
3,0.345630,18,149.100000
7,0.481699,5,64.700000
3,0.630852,5,42.610000
6,0.714402,7,81.260000
5,0.142250,18,183.740000
7,0.538697,10,141.860000
5,0.546944,1,19.720000
0,0.033627,11,23.510000
5,0.849964,23,173.920000
1,0.016035,2,24.640000
6,0.936023,8,172.310000
6,0.642990,10,103.510000
1,0.139468,29,191.610000
3,0.517091,25,123.240000
7,0.581013,14,97.560000
6,0.119255,29,183.640000
4,0.192122,24,152.630000
7,0.262569,2,55.790000
2,0.022768,9,31.800000
3,0.983030,26,62.410000
7,0.463234,4,131.940000
7,0.946690,18,196.730000
6,0.769063,17,53.850000
6,0.380046,15,177.640000
7,0.583172,1,68.690000
3,0.517505,12,148.290000
4,0.389722,22,93.320000
7,0.500643,28,63.120000
4,0.959773,11,154.170000
4,0.114558,8,141.280000
1,0.199739,26,170.390000
4,0.214025,4,117.210000
6,0.759909,29,71.280000
3,0.516566,13,32.610000
4,0.047490,19,129.180000
5,0.795351,9,122.890000
0,0.111022,15,21.160000
0,0.303033,15,22.610000
2,0.676265,29,32.350000
5,0.475044,29,87.010000
6,0.020957,25,59.440000
7,0.308455,12,133.610000
1,0.584397,11,31.190000
4,0.022244,15,43.930000
7,0.929680,7,135.060000
6,0.103111,24,171.250000
6,0.027339,4,25.920000
3,0.259385,19,128.340000
1,0.109548,11,147.450000
2,0.593608,27,39.200000
1,0.123719,20,161.180000
0,0.741495,22,12.220000
7,0.579526,13,115.400000
0,0.484327,16,17.810000
1,0.032424,27,103.450000
4,0.498172,7,96.330000
0,0.666417,4,14.170000
7,0.862640,9,117.570000
3,0.240197,16,173.020000
5,0.958943,13,11.210000
3,0.313923,2,82.790000
6,0.720865,11,98.440000
5,0.488890,12,66.170000
5,0.074170,19,159.330000
4,0.582595,2,51.110000
0,0.378769,28,18.660000
1,0.819333,18,32.540000
0,0.374239,18,20.280000
7,0.867646,3,13.540000
1,0.605718,14,61.810000
2,0.768518,13,109.510000
5,0.694228,22,153.570000
6,0.274562,25,130.070000
3,0.731843,5,92.320000
7,0.302613,27,107.170000
2,0.180107,24,189.460000
5,0.625802,18,62.140000
0,0.434070,16,17.010000
5,0.882874,27,155.520000
0,0.432605,11,20.500000
2,0.975415,5,30.570000
6,0.698481,8,98.700000
3,0.880481,2,41.000000
4,0.427072,22,89.190000
7,0.734924,21,196.660000
0,0.638328,4,14.500000
3,0.472040,10,49.960000
3,0.125997,28,159.260000
5,0.906877,26,15.250000
4,0.604910,29,43.700000
2,0.243233,27,171.090000
7,0.111975,12,165.530000
2,0.884425,10,54.450000
6,0.415833,10,89.330000
0,0.541957,16,16.300000
3,0.096399,14,171.970000
5,0.335166,5,111.350000
4,0.076033,8,81.220000
1,0.542767,22,38.360000
6,0.237993,15,155.260000
5,0.469980,20,151.710000
3,0.472864,5,106.640000
1,0.739750,11,43.810000
0,0.443378,22,18.030000
2,0.288318,19,108.780000
0,0.541244,10,15.910000
6,0.086579,2,28.710000
6,0.930610,7,111.990000
0,0.263673,2,22.340000
6,0.826298,8,200.000000
4,0.066950,17,160.820000
4,0.030703,24,93.150000
5,0.708948,21,54.950000
6,0.968930,30,178.400000
4,0.124146,2,34.440000
0,0.516781,3,16.850000
4,0.973703,21,42.510000
4,0.425451,24,137.720000
4,0.020751,14,38.200000
5,0.080084,29,180.650000
0,0.721679,18,12.930000
6,0.058338,14,107.890000
2,0.461773,18,22.950000
1,0.654717,8,102.650000
6,0.208951,28,153.340000
3,0.527308,28,56.350000
6,0.875586,6,67.940000
5,0.473522,3,143.950000
6,0.553277,17,143.760000
5,0.174194,16,164.910000
1,0.514363,15,86.120000
4,0.996555,4,120.010000
3,0.847249,2,48.150000
2,0.339404,16,168.710000
7,0.608029,25,107.000000
1,0.417337,16,23.720000
2,0.237345,22,132.130000
0,0.147457,21,24.760000
6,0.847909,7,116.240000
2,0.107229,26,181.050000
0,0.356079,29,21.220000
0,0.392218,13,16.990000
2,0.181060,13,189.710000
3,0.667283,11,80.250000
1,0.741544,21,40.180000
1,0.599505,22,21.100000
2,0.829278,15,39.540000
6,0.677917,14,89.280000
6,0.438640,22,35.670000
1,0.287529,19,92.980000
2,0.074119,15,167.640000
7,0.336452,18,128.690000
3,0.154694,12,149.170000
1,0.705882,8,57.720000
3,0.312210,11,114.120000
5,0.856516,16,23.040000
0,0.196212,4,20.270000
3,0.796419,21,50.650000
3,0.171538,2,45.020000
1,0.914249,28,9.860000
2,0.615131,28,124.890000
7,0.160677,21,176.060000
2,0.262648,8,163.060000
4,0.232969,17,108.330000
5,0.344694,5,103.200000
2,0.227616,8,98.140000
6,0.439041,25,115.250000
6,0.436763,24,145.580000
0,0.546385,10,17.880000
7,0.558023,19,43.400000
7,0.986785,15,153.700000
0,0.433710,18,17.630000
1,0.955356,25,9.500000
1,0.473580,14,19.520000
1,0.661188,27,145.570000
0,0.858308,29,10.970000
5,0.899919,13,87.850000
3,0.613738,1,75.400000
0,0.849660,26,11.300000
6,0.565619,5,80.630000
4,0.525687,21,113.620000
2,0.720724,13,13.730000
7,0.381226,9,57.910000
7,0.927138,24,56.820000
6,0.825581,11,134.840000
2,0.716379,21,171.650000
3,0.831189,23,17.040000
7,0.257489,3,97.010000
3,0.459510,25,187.910000
7,0.400599,3,121.120000
1,0.537492,8,20.440000
3,0.609269,18,66.440000
6,0.211888,25,169.540000
2,0.735458,6,12.740000
4,0.609697,16,127.420000
7,0.224693,12,162.120000
7,0.945653,17,196.330000
7,0.047027,27,153.510000
6,0.235834,14,173.220000
1,0.727132,20,125.600000
6,0.969097,28,75.790000
6,0.976424,23,195.090000
2,0.703280,24,74.370000
7,0.745610,21,196.990000
2,0.293774,3,150.670000
3,0.983463,22,155.630000
4,0.313458,22,107.130000
6,0.735578,11,177.250000
7,0.557767,28,79.050000
0,0.087494,19,22.050000
4,0.936821,3,19.750000
0,0.187830,20,20.710000
0,0.330402,15,21.490000
3,0.685441,29,117.680000
0,0.006528,18,21.860000
3,0.352794,2,119.190000
5,0.910932,5,165.430000
1,0.413941,29,155.280000
6,0.079608,26,178.390000
6,0.243229,19,144.010000
3,0.680905,9,62.200000
7,0.444608,3,81.370000
4,0.398099,8,123.250000
2,0.515578,17,164.010000
2,0.923270,25,30.100000
6,0.629513,20,113.600000
0,0.548603,10,16.160000
3,0.375341,8,127.560000
2,0.330245,11,143.040000
1,0.316099,19,167.470000
4,0.399260,19,149.750000
1,0.931437,21,12.980000
2,0.448156,11,49.820000
3,0.092482,7,93.550000
6,0.760640,14,192.720000
7,0.232268,7,138.110000
6,0.608813,2,117.790000
2,0.026412,10,32.820000
6,0.320559,21,93.180000
0,0.467680,14,16.900000
2,0.473777,10,41.300000
5,0.045084,20,124.010000
0,0.752444,27,12.530000
7,0.273477,2,84.420000
6,0.576028,14,62.440000
1,0.932410,14,168.810000
1,0.701744,18,122.800000
6,0.350492,4,107.990000
6,0.479034,22,115.160000
4,0.358054,6,176.120000
7,0.604227,13,191.220000
0,0.179225,22,22.490000
7,0.283987,6,151.400000
5,0.886475,29,154.910000
5,0.076584,25,174.140000
3,0.598246,1,105.650000
0,0.102078,7,21.210000
3,0.727952,7,53.820000
1,0.705934,22,14.300000
2,0.378096,29,59.100000
6,0.882040,1,41.830000
0,0.906362,17,10.430000
2,0.150625,4,77.860000
6,0.334719,18,85.280000
3,0.047579,16,106.130000
4,0.437154,14,139.440000
0,0.385645,1,16.070000
6,0.774526,10,171.220000
6,0.476360,27,118.630000
7,0.510245,25,137.560000
0,0.411530,30,19.130000
1,0.648119,29,43.390000
0,0.917027,10,10.350000
0,0.238319,27,20.440000
7,0.513878,25,171.810000
5,0.028685,9,38.400000
5,0.365728,16,93.040000
1,0.954902,5,9.830000
2,0.125937,15,175.500000
6,0.247082,7,130.160000
5,0.842218,11,121.890000
0,0.702725,7,13.080000
0,0.712058,27,13.270000
7,0.805089,7,70.110000
3,0.652136,2,19.000000
5,0.528127,25,81.580000
5,0.096650,10,143.340000
7,0.916418,11,9.970000
1,0.108431,29,180.480000
7,0.829626,28,187.410000
7,0.825685,8,67.220000
6,0.749591,17,112.710000
2,0.588573,26,116.710000
6,0.405086,29,148.640000
4,0.036012,18,81.690000
1,0.532142,26,154.800000
3,0.925630,24,27.510000
4,0.874423,30,195.950000
2,0.091386,3,42.050000
2,0.989149,2,105.030000
7,0.873430,1,192.440000
0,0.742862,26,12.090000
5,0.022563,2,26.560000
3,0.485225,6,158.240000
6,0.957229,22,104.160000
7,0.985263,24,200.000000
5,0.993828,3,132.890000
0,0.981588,24,9.640000
2,0.330642,3,64.410000
4,0.936532,26,80.290000
7,0.326653,20,106.730000
1,0.401597,4,113.070000
4,0.370901,22,82.140000
6,0.517136,1,73.090000
5,0.580169,17,152.330000
4,0.430961,15,82.220000
4,0.841325,7,182.600000
3,0.761259,5,51.460000
7,0.218505,21,166.090000
3,0.554217,27,139.320000
7,0.567490,6,44.770000
2,0.216565,12,180.750000
5,0.806904,10,75.060000
1,0.052080,30,171.270000
3,0.345624,25,97.370000
1,0.603593,16,14.940000
7,0.445874,4,64.510000
7,0.229054,16,171.870000
6,0.843353,14,174.240000
7,0.318042,6,170.650000
4,0.477062,15,136.340000
0,0.509443,6,16.380000
4,0.231252,24,161.640000
2,0.343076,4,79.460000
0,0.184151,4,21.440000
5,0.621256,16,183.030000
4,0.809592,16,95.080000
4,0.993638,9,191.610000
7,0.837886,26,98.750000
1,0.711867,20,43.580000
4,0.514247,13,150.220000
3,0.600444,18,104.490000
2,0.031941,8,41.650000
5,0.114134,8,120.820000
3,0.432640,29,57.780000
5,0.405557,23,126.760000
1,0.380399,12,62.410000
6,0.700484,3,42.650000
4,0.207525,5,161.780000
0,0.999660,28,9.380000
3,0.717884,24,43.570000
6,0.233296,18,159.660000
6,0.545481,29,136.250000
0,0.567366,7,15.580000
1,0.348468,16,52.470000
0,0.981090,5,9.740000
2,0.581353,25,31.380000
0,0.429195,16,18.390000
6,0.194542,5,128.080000
0,0.330413,13,20.100000
5,0.480175,2,75.790000
3,0.700477,3,50.640000
3,0.069225,27,183.640000
3,0.081968,29,185.200000
4,0.922218,20,103.840000
4,0.815547,20,100.360000
6,0.146806,18,189.420000
7,0.973242,12,119.400000
4,0.068541,13,130.780000
0,0.723129,23,12.940000
0,0.428971,5,17.560000
5,0.317428,30,131.380000
0,0.661993,1,12.160000
7,0.450575,3,120.160000
7,0.657259,6,42.470000
5,0.350505,28,104.770000
2,0.963774,28,35.160000
4,0.699241,21,68.840000
6,0.828488,21,26.550000
4,0.397525,14,64.830000
5,0.217616,14,182.750000
1,0.438491,13,35.650000
6,0.293529,7,95.540000
6,0.146432,15,169.700000
1,0.643555,7,16.430000
1,0.253813,23,99.550000
3,0.393869,22,167.890000
1,0.332460,5,130.360000
3,0.535129,13,89.090000
4,0.239549,7,146.010000
2,0.303870,22,151.670000
5,0.032772,11,43.450000
6,0.065724,8,71.830000
5,0.206840,19,173.940000
7,0.019082,20,49.170000
7,0.668131,25,142.840000
0,0.368278,15,19.110000
2,0.934931,2,52.480000
7,0.560957,21,97.020000
7,0.007437,11,25.550000
6,0.676044,17,90.290000
0,0.382572,16,19.290000
6,0.179205,13,171.710000
2,0.809699,6,111.670000
0,0.241198,23,19.290000
3,0.859587,26,64.660000
7,0.317926,20,117.280000
1,0.857762,6,10.550000
3,0.803854,10,40.320000
6,0.680273,4,64.270000
3,0.869405,24,185.020000
2,0.864988,2,32.080000
5,0.182072,13,137.670000
6,0.315203,15,84.420000
0,0.277694,8,19.880000
4,0.118015,5,70.650000
1,0.100708,1,27.810000
0,0.884109,29,10.430000
3,0.069775,9,79.320000
6,0.819293,16,29.380000
1,0.087148,20,171.010000
1,0.273563,30,190.610000
0,0.092353,18,19.240000
1,0.944728,22,9.880000
2,0.558144,3,67.100000
2,0.709876,25,163.470000
4,0.826694,14,106.050000
5,0.906835,2,110.510000
2,0.827999,9,107.140000
4,0.967245,9,119.740000
7,0.080804,23,169.060000
7,0.482311,25,98.480000
4,0.578397,11,29.410000
